word,length,minimum_age
expulser,8,6
expulses,8,6
expurger,8,6
exquis,6,5
exsangue,8,6
extenuer,8,6
externe,7,6
externes,8,6
extirper,8,6
extra,5,5
extraire,8,6
extrait,7,6
extraits,8,6
extreme,7,6
extremes,8,6
extremis,8,6
exulter,7,6
Eyadema,7,6
Fabienne,8,6
Fabius,6,5
fable,5,5
fabrique,8,6
fabrique,8,6
fabuleux,8,6
fac,3,5
face,4,5
faces,5,5
facetie,7,6
facettes,8,6
fache,5,5
facher,6,5
facheux,7,6
facial,6,5
facile,6,5
faciles,7,6
facilite,8,6
facilite,8,6
facon,5,5
faconner,8,6
facons,6,5
facteur,7,6
facteurs,8,6
faction,7,6
factions,8,6
facto,5,5
facture,7,6
facturer,8,6
factures,8,6
faculte,7,6
facultes,8,6
fada,4,5
fade,4,5
fades,5,5
fado,4,5
fagne,5,5
fagot,5,5
Fahd,4,5
faible,6,5
faibles,7,6
faience,7,6
Fail,4,5
faille,6,5
failles,7,6
failli,6,5
faillir,7,6
faillite,8,6
faim,4,5
faineant,8,6
fairways,8,6
fais,4,5
faisable,8,6
faisait,7,6
faisan,6,5
faisant,7,6
faisceau,8,6
faisons,7,6
fait,4,5
faite,5,5
faite,5,5
faites,6,5
faits,5,5
falaise,7,6
fallait,7,6
falloir,7,6
fallu,5,5
fallut,6,5
falot,5,5
falsifie,8,6
falzar,6,5
fameuse,7,6
fameuses,8,6
fameux,6,5
familial,8,6
familier,8,6
famille,7,6
familles,8,6
famine,6,5
fan,3,5
faner,5,5
fanfare,7,6
fanfaron,8,6
fange,5,5
fantasme,8,6
fantome,7,6
fantomes,8,6
farce,5,5
farcir,6,5
fard,4,5
fardeau,7,6
farder,6,5
faribole,8,6
farine,6,5
farouche,8,6
Farouk,6,5
fascia,6,5
fascine,7,6
fasciner,8,6
fascisme,8,6
fasciste,8,6
fasse,5,5
fassent,7,6
faste,5,5
fat,3,5
fatal,5,5
fatale,6,5
fatalite,8,6
fatigue,7,6
fatigue,7,6
fatiguee,8,6
fatiguer,8,6
fatras,6,5
fatuite,7,6
fatum,5,5
faubourg,8,6
fauche,6,5
faucher,7,6
faucon,6,5
faudra,6,5
faudrait,8,6
Faulkner,8,6
faune,5,5
Faure,5,5
fausse,6,5
fausser,7,6
fausses,7,6
faut,4,5
faute,5,5
"faute de",8,6
fautes,6,5
fauteuil,8,6
fautif,6,5
fauve,5,5
fauves,6,5
FAUX,4,5
"faux pas",8,6
faux-col,8,6
Favart,6,5
faveur,6,5
faveurs,7,6
favori,6,5
favoris,7,6
favorise,8,6
favorise,8,6
fax,3,5
fayard,6,5
fayoter,7,6
Febvre,6,5
fecond,6,5
feconder,8,6
federal,7,6
federale,8,6
federaux,8,6
fee,3,5
feerie,6,5
feerique,8,6
fees,4,5
feindre,7,6
feint,5,5
feinte,6,5
feinter,7,6
fele,4,5
feler,5,5
felicite,8,6
felicite,8,6
Felipe,6,5
Felix,5,5
felon,5,5
felonie,7,6
felonne,7,6
feminin,7,6
feminine,8,6
feminins,8,6
femme,5,5
femmes,6,5
fendre,6,5
fenouil,7,6
fente,5,5
fer,3,5
fera,4,5
ferai,5,5
feraient,8,6
ferait,6,5
ferme,5,5
ferme,5,5
fermee,6,5
fermees,7,6
ferment,7,6
fermer,6,5
fermes,6,5
fermes,6,5
fermete,7,6
fermier,7,6
Fernand,7,6
Fernando,8,6
feroce,6,5
ferocite,8,6
ferons,6,5
feront,6,5
Ferrand,7,6
ferrant,7,6
Ferrari,7,6
ferre,5,5
ferree,6,5
ferrees,7,6
ferrer,6,5
ferreux,7,6
ferry,5,5
fers,4,5
fertile,7,6
fervent,7,6
ferveur,7,6
fessee,6,5
fesser,6,5
fesses,6,5
festin,6,5
festival,8,6
festoyer,8,6
fete,4,5
fete,4,5
feter,5,5
fetes,5,5
feu,3,5
feu!,4,5
feuille,7,6
feuilles,8,6
feutre,6,5
feux,4,5
feve,4,5
fevrier,7,6
fi,2,5
fiable,6,5
fiables,7,6
fiacre,6,5
fiance,6,5
fiancer,7,6
fiasco,6,5
fiat,4,5
fibre,5,5
fibres,6,5
fibrille,8,6
ficelle,7,6
ficelles,8,6
fiche,5,5
ficher,6,5
fiches,6,5
fichier,7,6
fichiers,8,6
fichu,5,5
fictif,6,5
fiction,7,6
fictions,8,6
Fidel,5,5
fidele,6,5
fideles,7,6
fidelite,8,6
fief,4,5
fieffe,6,5
fiel,4,5
fiente,6,5
fier,4,5
fiere,5,5
fiers,5,5
fierte,6,5
fievre,6,5
fifties,7,6
figaro,6,5
fige,4,5
figue,5,5
figuier,7,6
figurait,8,6
figure,6,5
figure,6,5
figurent,8,6
figurer,7,6
figures,7,6
fil,3,5
filament,8,6
file,4,5
filer,5,5
files,5,5
filet,5,5
filets,6,5
filiale,7,6
filiales,8,6
filiere,7,6
filieres,8,6
fille,5,5
filles,6,5
fillette,8,6
Fillioud,8,6
Fillon,6,5
film,4,5
filme,5,5
filmer,6,5
films,5,5
filon,5,5
filou,5,5
filouter,8,6
fils,4,5
filtre,6,5
filtrer,7,6
fin,3,5
final,5,5
finale,6,5
finales,7,6
finalite,8,6
finance,7,6
finance,7,6
financee,8,6
financer,8,6
finances,8,6
finances,8,6
finaud,6,5
fine,4,5
finesse,7,6
fini,4,5
finie,5,5
finir,5,5
finira,6,5
finirait,8,6
finis,5,5
finit,5,5
finition,8,6
Finlande,8,6
fins,4,5
firent,6,5
firme,5,5
firmes,6,5
fis,3,5
fisc,4,5
fiscal,6,5
fiscale,7,6
fiscales,8,6
fiscaux,7,6
Fischer,7,6
Fisher,6,5
fissure,7,6
fissurer,8,6
fit,3,5
Fiterman,8,6
fixant,6,5
fixation,8,6
fixe,4,5
fixe,4,5
fixee,5,5
fixees,6,5
fixer,5,5
fixes,5,5
fixes,5,5
flagrant,8,6
flair,5,5
flairer,7,6
flambeau,8,6
flambee,7,6
flamber,7,6
flamme,6,5
flammes,7,6
flanc,5,5
flanelle,8,6
flaner,6,5
flanquer,8,6
flaque,6,5
flash,5,5
flatter,7,6
flatteur,8,6
Flaubert,8,6
fleau,5,5
fleche,6,5
flechir,7,6
flegme,6,5
flemmard,8,6
flemme,6,5
fleur,5,5
fleurer,7,6
fleuri,6,5
fleurir,7,6
fleuron,7,6
fleurs,6,5
Fleury,6,5
fleuve,6,5
fleuves,7,6
flexible,8,6
flexueux,8,6
flic,4,5
flirter,7,6
flop,4,5
flore,5,5
florence,8,6
flores,6,5
Floride,7,6
florins,7,6
flot,4,5
flots,5,5
flottant,8,6
flotte,6,5
flotter,7,6
flou,4,5
floue,5,5
flous,5,5
fluctuer,8,6
fluide,6,5
fluidite,8,6
flux,4,5
"flux de",7,6
Foch,4,5
foetus,6,5
foi,3,5
foie,4,5
foin,4,5
foire,5,5
foires,6,5
fois,4,5
foison,6,5
Fokker,6,5
folatre,7,6
folie,5,5
folies,6,5
folklore,8,6
folle,5,5
folles,6,5
fomenter,8,6
fonce,5,5
foncier,7,6
fonciere,8,6
fonciers,8,6
fonction,8,6
fond,4,5
fonda,5,5
fondant,7,6
fonde,5,5
fonde,5,5
fondee,6,5
fondees,7,6
fondent,7,6
fonder,6,5
fondes,6,5
fondre,6,5
fonds,5,5
font,4,5
fontaine,8,6
fonte,5,5
Fontenay,8,6
foot,4,5
football,8,6
for,3,5
forage,6,5
force,5,5
force,5,5
forcee,6,5
forcene,7,6
forceps,7,6
forcer,6,5
forcerie,8,6
forces,6,5
forces,6,5
forcir,6,5
Ford,4,5
forer,5,5
foret,5,5
forets,6,5
forfait,7,6
forge,5,5
forge,5,5
forger,6,5
forgeron,8,6
format,6,5
forme,5,5
forme,5,5
formee,6,5
formees,7,6
formel,6,5
formelle,8,6
formels,7,6
forment,7,6
former,6,5
formes,6,5
formes,6,5
formule,7,6
formule,7,6
formulee,8,6
formuler,8,6
formules,8,6
fort,4,5
forte,5,5
fortes,6,5
fortiori,8,6
forts,5,5
fortuit,7,6
fortune,7,6
fortune,7,6
fortunes,8,6
fortunes,8,6
forum,5,5
fosse,5,5
fosse,5,5
fossile,7,6
fossiles,8,6
fou,3,5
"fou rire",8,6
Fouad,5,5
Foucault,8,6
foudre,6,5
fouet,5,5
fouetter,8,6
fougue,6,5
fougueux,8,6
fouille,7,6
fouiller,8,6
fouilles,8,6
fouiner,7,6
fouineur,8,6
fouir,5,5
foulard,7,6
foulards,8,6
foule,5,5
"foule de",8,6
foulee,6,5
fouler,6,5
foules,6,5
foulure,7,6
four,4,5
fourbe,6,5
fourbi,6,5
fourche,7,6
fourguer,8,6
fourmi,6,5
fourneau,8,6
fournee,7,6
fourni,6,5
fournie,7,6
fournier,8,6
fournies,8,6
fournil,7,6
fournir,7,6
fournira,8,6
fournis,7,6
fournit,7,6
fourrage,8,6
fourrer,7,6
fourres,7,6
fourrier,8,6
fourrure,8,6
fours,5,5
fous,4,5
foutoir,7,6
foutre,6,5
foutus,6,5
fox,3,5
foyer,5,5
foyers,6,5
fracas,6,5
fraction,8,6
fracture,8,6
fragile,7,6
fragiles,8,6
fragment,8,6
frai,4,5
fraiche,7,6
fraiches,8,6
frais,5,5
fraise,6,5
fraiser,7,6
fraiseur,8,6
franc,5,5
francais,8,6
Francais,8,6
France,6,5
franche,7,6
franchi,7,6
franchie,8,6
franchir,8,6
franchit,8,6
Francis,7,6
Franck,6,5
franco,6,5
Francois,8,6
francs,6,5
Francs,6,5
frangin,7,6
frangine,8,6
Frank,5,5
franque,7,6
Franz,5,5
frappant,8,6
frappe,6,5
frappe,6,5
frappee,7,6
frappees,8,6
frappent,8,6
frapper,7,6
frappes,7,6
fraude,6,5
fraudes,7,6
fraudeur,8,6
frayeur,7,6
Fred,4,5
Frederic,8,6
freezer,7,6
fregate,7,6
fregates,8,6
frein,5,5
freinage,8,6
freiner,7,6
freins,6,5
Frejus,6,5
frelater,8,6
fremir,6,5
Frenay,6,5
french,6,5
frenesie,8,6
frequent,8,6
frere,5,5
freres,6,5
frerot,6,5
Fresnes,7,6
fresque,7,6
fret,4,5
freteur,7,6
Freud,5,5
friable,7,6
friand,6,5
fric,4,5
frigo,5,5
frileux,7,6
frime,5,5
frimer,6,5
frimeur,7,6
frimeuse,8,6
fringues,8,6
fripon,6,5
frire,5,5
frise,5,5
friser,6,5
frisson,7,6
frivole,7,6
froc,4,5
froid,5,5
froide,6,5
froideur,8,6
froisser,8,6
frole,5,5
froler,6,5
fromage,7,6
fromages,8,6
froment,7,6
froncer,7,6
fronde,6,5
front,5,5
fronts,6,5
frotter,7,6
frottis,7,6
frousse,7,6
frugal,6,5
fruit,5,5
fruits,6,5
frustre,7,6
frustrer,8,6
Fuchs,5,5
fugace,6,5
fugitif,7,6
fui,3,5
fuient,6,5
fuir,4,5
fuit,4,5
fuite,5,5
fuites,6,5
Fukuyama,8,6
fumee,5,5
fumer,5,5
fumet,5,5
fumeur,6,5
fumeuse,7,6
fumier,6,5
funebre,7,6
funeste,7,6
fur,3,5
furent,6,5
furet,5,5
fureter,7,6
fureur,6,5
furie,5,5
furieux,7,6
furtif,6,5
fus,3,5
fusee,5,5
fusees,6,5
fusil,5,5
fusiller,8,6
fusils,6,5
fusion,6,5
fusions,7,6
fustiger,8,6
fut,3,5
fut,3,5
fute,4,5
futile,6,5
futs,4,5
futur,5,5
future,6,5
futures,7,6
futurs,6,5
fuyant,6,5
Gabon,5,5
Gabriel,7,6
gacher,6,5
gachette,8,6
gachis,6,5
gadget,6,5
gadgets,7,6
gadoue,6,5
Gaelle,6,5
gaffe,5,5
gage,4,5
gager,5,5
gages,5,5
gageure,7,6
gagnage,7,6
gagnait,7,6
gagnant,7,6
gagnants,8,6
gagne,5,5
gagne,5,5
gagnee,6,5
gagnent,7,6
gagner,6,5
gagnera,7,6
gai,3,5
gaiement,8,6
gaiete,6,5
gaillard,8,6
gain,4,5
gaine,5,5
gaines,6,5
gains,5,5
gala,4,5
galant,6,5
galaxie,7,6
galere,6,5
galerie,7,6
galeries,8,6
galette,7,6
Gall,4,5
Galland,7,6
galles,6,5
gallois,7,6
galopin,7,6
galure,6,5
galurin,7,6
gambader,8,6
gamelle,7,6
gamin,5,5
gamins,6,5
gamme,5,5
gan,3,5
Gandhi,6,5
gandin,6,5
gang,4,5
gangster,8,6
ganse,5,5
gant,4,5
gants,5,5
garage,6,5
garant,6,5
garanti,7,6
garantie,8,6
garantir,8,6
garantis,8,6
garantit,8,6
garce,5,5
Garcia,6,5
garcon,6,5
garcons,7,6
Gard,4,5
gardait,7,6
gardant,7,6
garde,5,5
garde,5,5
Garden,6,5
gardent,7,6
garder,6,5
gardera,7,6
gardes,6,5
gardes,6,5
gardien,7,6
gardiens,8,6
gare,4,5
garer,5,5
gares,5,5
Garnier,7,6
garnir,6,5
garnison,8,6
Garonne,7,6
Garros,6,5
gars,4,5
Gaston,6,5
gate,4,5
gateau,6,5
gater,5,5
GATT,4,5
gauche,6,5
gaucher,7,6
gauchere,8,6
Gaudin,6,5
gaulois,7,6
Gaumont,7,6
Gautier,7,6
gaver,5,5
gaz,3,5
gaza,4,5
gaze,4,5
gazera,6,5
gazeux,6,5
gazole,6,5
gazon,5,5
Gdansk,6,5
geant,5,5
geante,6,5
geantes,7,6
geants,6,5
gel,3,5
gele,4,5
geler,5,5
gelule,6,5
gemine,6,5
geminer,7,6
gemir,5,5
genant,6,5
gendarme,8,6
gendre,6,5
gene,4,5
gene,4,5
gene,4,5
gener,5,5
general,7,6
generale,8,6
generaux,8,6
genereux,8,6
genes,5,5
genes,5,5
genese,6,5
geneur,6,5
geneuse,7,6
Geneve,6,5
genial,6,5
genie,5,5
genievre,8,6
genisse,7,6
genocide,8,6
genome,6,5
genou,5,5
genoux,6,5
genre,5,5
genres,6,5
gens,4,5
Genscher,8,6
gentil,6,5
gentille,8,6
gentils,7,6
geodesie,8,6
Geoffroy,8,6
geole,5,5
geologie,8,6
George,6,5
Georgi,6,5
Georgie,7,6
georgien,8,6
gerant,6,5
Gerard,6,5
gerbe,5,5
gerber,6,5
gere,4,5
gere,4,5
geree,5,5
gerent,6,5
gerer,5,5
geres,5,5
Gerhard,7,6
germain,7,6
germe,5,5
germer,6,5
gerondif,8,6
Gers,4,5
gesir,5,5
gestapo,7,6
geste,5,5
gestes,6,5
gestion,7,6
ghetto,6,5
ghettos,7,6
giaour,6,5
gibet,5,5
gibier,6,5
Gide,4,5
gifle,5,5
gifler,6,5
gigot,5,5
gigoter,7,6
gigots,6,5
Gilbert,7,6
gilets,6,5
gilles,6,5
giorno,6,5
Giovanni,8,6
girafe,6,5
Giral,5,5
giron,5,5
gironde,7,6
Giscard,7,6
gisement,8,6
gitan,5,5
Gitane,6,5
givre,5,5
glace,5,5
glace,5,5
glacer,6,5
glacial,7,6
glacier,7,6
glaciere,8,6
glacon,6,5
glaise,6,5
glaive,6,5
glande,6,5
glander,7,6
glanures,8,6
glapir,6,5
Glasgow,7,6
glasnost,8,6
glisse,6,5
glisse,6,5
glissent,8,6
glisser,7,6
global,6,5
globale,7,6
globales,8,6
globaux,7,6
globe,5,5
gloire,6,5
glorieux,8,6
glose,5,5
glose,5,5
gloser,6,5
glouton,7,6
gluant,6,5
glucide,7,6
glue,4,5
gobelet,7,6
gobelin,7,6
gober,5,5
Godard,6,5
godasse,7,6
godasses,8,6
godet,5,5
godiche,7,6
godille,7,6
godillot,8,6
Goebbels,8,6
Goethe,6,5
gogo,4,5
goinfre,7,6
goitre,6,5
golden,6,5
golf,4,5
golfe,5,5
gombo,5,5
Gomez,5,5
gomme,5,5
gommer,6,5
Goncourt,8,6
gonfle,6,5
gonfler,7,6
Gonzalez,8,6
Gordon,6,5
gorge,5,5
gorgee,6,5
gorger,6,5
gosier,6,5
gosse,5,5
gosses,6,5
gouaille,8,6
goudron,7,6
gouffre,7,6
goujat,6,5
goulag,6,5
goulet,6,5
goulot,6,5
goulu,5,5
gourmand,8,6
gousse,6,5
gout,4,5
gouter,6,5
gouts,5,5
goutte,6,5
goutter,7,6
gouttes,7,6
grace,5,5
graces,6,5
gracier,7,6
gracieux,8,6
grade,5,5
grades,6,5
gradin,6,5
gradins,7,6
Graf,4,5
graffiti,8,6
Graham,6,5
grain,5,5
graine,6,5
grains,6,5
graisse,7,6
graisser,8,6
gramme,6,5
grammes,7,6
grand,5,5
grande,6,5
grandes,7,6
grandeur,8,6
grandi,6,5
grandir,7,6
grands,6,5
grange,6,5
granit,6,5
Grant,5,5
granule,7,6
graphe,6,5
grappe,6,5
gras,4,5
grasse,6,5
grasses,7,6
grasset,7,6
gratin,6,5
gratis,6,5
gratos,6,5
gratter,7,6
gratuit,7,6
gratuite,8,6
gratuite,8,6
grave,5,5
grave,5,5
graver,6,5
graves,6,5
gravier,7,6
gravir,6,5
gravite,7,6
gravure,7,6
gre,3,5
grec,4,5
Grece,5,5
grecque,7,6
grecques,8,6
grecs,5,5
green,5,5
greffe,6,5
greffer,7,6
greffes,7,6
Gregory,7,6
grele,5,5
grenade,7,6
grenades,8,6
grene,5,5
grenelle,8,6
grenier,7,6
Grenoble,8,6
grenu,5,5
greve,5,5
greves,6,5
greviste,8,6
griefs,6,5
griffe,6,5
griffes,7,6
gril,4,5
grillade,8,6
grillage,8,6
grille,6,5
griller,7,6
grilles,7,6
grillon,7,6
grimace,7,6
grimer,6,5
grimper,7,6
grincer,7,6
grippe,6,5
gris,4,5
grise,5,5
griser,6,5
grises,6,5
grive,5,5
grogne,6,5
gronder,7,6
gros,4,5
"gros mot",8,6
grosse,6,5
grosses,7,6
grosseur,8,6
grossier,8,6
grossir,7,6
grosso,6,5
Grosz,5,5
grotte,6,5
group,5,5
groupe,6,5
grouper,7,6
groupes,7,6
grue,4,5
gue,3,5
guelte,6,5
guenille,8,6
guenon,6,5
guepe,5,5
guere,5,5
guerilla,8,6
guerir,6,5
guerre,6,5
guerres,7,6
guerrier,8,6
guet,4,5
guette,6,5
guetter,7,6
gueule,6,5
gueuse,6,5
gueux,5,5
Guibert,7,6
guiboles,8,6
guichet,7,6
guichets,8,6
guide,5,5
guider,6,5
guides,6,5
guidon,6,5
guilleri,8,6
guinde,6,5
guinee,6,5
guise,5,5
"guise de",8,6
guitare,7,6
Gunther,7,6
Gupta,5,5
gus,3,5
Gustave,7,6
Guy,3,5
Guyane,6,5
gypaete,7,6
gypse,5,5
habile,6,5
habilete,8,6
habilite,8,6
habiller,8,6
habit,5,5
habitant,8,6
habitat,7,6
habite,6,5
habite,6,5
habitent,8,6
habiter,7,6
habits,6,5
habitude,8,6
habitue,7,6
habituel,8,6
habitues,8,6
hableur,7,6
Habre,5,5
hache,5,5
hacher,6,5
hachette,8,6
Hades,5,5
Hagen,5,5
haie,4,5
haillon,7,6
haine,5,5
haineux,7,6
hair,4,5
Haiti,5,5
hale,4,5
haleine,7,6
haler,5,5
haler,5,5
haleter,7,6
hall,4,5
halle,5,5
halles,6,5
halte,5,5
haltere,7,6
Hambourg,8,6
hameau,6,5
Hammett,7,6
hampe,5,5
han,3,5
hanche,6,5
handicap,8,6
hangar,6,5
hanneton,8,6
Hanoi,5,5
Hanovre,7,6
Hans,4,5
hante,5,5
hante,5,5
hantise,7,6
happe,5,5
happer,6,5
harangue,8,6
harasser,8,6
harceler,8,6
hareng,6,5
Hargeisa,8,6
hargneux,8,6
haricot,7,6
Harlem,6,5
harmonie,8,6
Harold,6,5
harpe,5,5
harpiste,8,6
Harris,6,5
Harry,5,5
Harvard,7,6
has,3,5
hasard,6,5
hasards,7,6
Hassan,6,5
hate,4,5
hater,5,5
hausse,6,5
hausser,7,6
hausses,7,6
haut,4,5
hautain,7,6
haute,5,5
hautes,6,5
hauteur,7,6
hauts,5,5
havane,6,5
havas,5,5
have,4,5
have,4,5
Havel,5,5
havre,5,5
havresac,8,6
Haydn,5,5
heaume,6,5
hebdo,5,5
heberger,8,6
hebete,6,5
hebreu,6,5
Hebreu,6,5
hectare,7,6
hectares,8,6
Hector,6,5
hegire,6,5
Heiberg,7,6
hein,4,5
helas,5,5
Helene,6,5
heler,5,5
helice,6,5
helium,6,5
Helmut,6,5
Helsinki,8,6
helvete,7,6
hennir,6,5
Henri,5,5
henry,5,5
Herault,7,6
heraut,6,5
herbage,7,6
herbe,5,5
herbes,6,5
hercule,7,6
heresie,7,6
herisson,8,6
heritage,8,6
herite,6,5
heriter,7,6
heritier,8,6
Hermann,7,6
hermes,6,5
Hernu,5,5
heroine,7,6
heroique,8,6
heroisme,8,6
heron,5,5
heros,5,5
hersage,7,6
hersant,7,6
Herve,5,5
hesitant,8,6
hesite,6,5
hesite,6,5
hesitent,8,6
hesiter,7,6
heure,5,5
heures,6,5
heureuse,8,6
heureux,7,6
heurte,6,5
heurte,6,5
heurtent,8,6
heurter,7,6
heurts,6,5
hexagone,8,6
hibou,5,5
hideux,6,5
hidjabs,7,6
hier,4,5
hindou,6,5
hindoue,7,6
hirsute,7,6
hisser,6,5
histoire,8,6
histrion,8,6
hit,3,5
Hitler,6,5
hiver,5,5
hivernal,8,6
HLM,3,5
ho,2,5
hoche,5,5
hocher,6,5
hollande,8,6
homard,6,5
home,4,5
homelie,7,6
homicide,8,6
hommage,7,6
hommages,8,6
homme,5,5
hommes,6,5
homogene,8,6
homonyme,8,6
Honda,5,5
Honecker,8,6
Hongkong,8,6
Hongrie,7,6
hongrois,8,6
honnete,7,6
honnetes,8,6
honneur,7,6
honneurs,8,6
honnir,6,5
honore,6,5
honorer,7,6
honte,5,5
honteux,7,6
hopital,7,6
hopitaux,8,6
hoqueter,8,6
horaire,7,6
horaires,8,6
horizon,7,6
horizons,8,6
horloge,7,6
hormis,6,5
Horn,4,5
horreur,7,6
horreurs,8,6
horrible,8,6
hors,4,5
horst,5,5
hostie,6,5
hostile,7,6
hostiles,8,6
hote,4,5
hotel,5,5
hotelier,8,6
hotels,6,5
hotes,5,5
houille,7,6
houle,5,5
houlette,8,6
houleux,7,6
houligan,8,6
hourra,6,5
house,5,5
housse,6,5
housses,7,6
Howard,6,5
Hubert,6,5
Hughes,6,5
Hugo,4,5
Hugues,6,5
huile,5,5
huiler,6,5
huilerie,8,6
huileux,7,6
huis,4,5
huissier,8,6
huit,4,5
huitieme,8,6
huitre,6,5
huitres,7,6
hulotte,7,6
hululer,7,6
humain,6,5
humaine,7,6
humaines,8,6
humains,7,6
humanite,8,6
humble,6,5
humbles,7,6
humecte,7,6
humecter,8,6
humer,5,5
humeur,6,5
humide,6,5
humidite,8,6
humilier,8,6
humilite,8,6
humour,6,5
Hun,3,5
Huppert,7,6
hure,4,5
hurler,6,5
hurrah,6,5
Hussein,7,6
hussite,7,6
Huston,6,5
hutte,5,5
hybrides,8,6
hyene,5,5
hygiene,7,6
hymne,5,5
hyper,5,5
hysterie,8,6
Ibert,5,5
iceberg,7,6
iceux,5,5
ici,3,5
"ici peu",7,6
ici-bas,7,6
icone,5,5
ictere,6,5
ideal,5,5
ideale,6,5
ideaux,6,5
idee,4,5
idees,5,5
identite,8,6
idiot,5,5
idiote,6,5
idiotie,7,6
ignare,6,5
ignoble,7,6
ignorait,8,6
ignorant,8,6
ignore,6,5
ignore,6,5
ignorent,8,6
ignorer,7,6
il,2,5
ile,3,5
iles,4,5
Iliescu,7,6
illegal,7,6
illegale,8,6
illegaux,8,6
illettre,8,6
illicite,8,6
illimite,8,6
illusion,8,6
illustre,8,6
illustre,8,6
ils,3,5
image,5,5
image,5,5
images,6,5
imagine,7,6
imagine,7,6
imaginee,8,6
imaginer,8,6
imaginez,8,6
imam,4,5
imbecile,8,6
imide,5,5
imiter,6,5
immature,8,6
immediat,8,6
immense,7,6
immenses,8,6
immerger,8,6
immeuble,8,6
immigre,7,6
immigrer,8,6
immigres,8,6
imminent,8,6
immiscer,8,6
immobile,8,6
immodere,8,6
immoler,7,6
immonde,7,6
immoral,7,6
immortel,8,6
immotive,8,6
immuable,8,6
immunise,8,6
immunite,8,6
impact,6,5
impair,6,5
impasse,7,6
imper,5,5
impie,5,5
impiete,7,6
implante,8,6
implique,8,6
implique,8,6
implorer,8,6
impoli,6,5
import,6,5
importe,7,6
importe,7,6
importer,8,6
importes,8,6
importun,8,6
imposait,8,6
imposant,8,6
impose,6,5
impose,6,5
imposee,7,6
imposees,8,6
imposent,8,6
imposer,7,6
imposes,7,6
impot,5,5
impotent,8,6
impots,6,5
imprecis,8,6
imprevu,7,6
imprime,7,6
imprimer,8,6
imprimes,8,6
impropre,8,6
impudent,8,6
impuni,6,5
impur,5,5
imputer,7,6
Imre,4,5
INA,3,5
inactif,7,6
inaction,8,6
inamical,8,6
inanime,7,6
inapte,6,5
inaugure,8,6
inaugure,8,6
incarnat,8,6
incarne,7,6
incarne,7,6
incarner,8,6
incendie,8,6
inchange,8,6
incident,8,6
incisive,8,6
incite,6,5
incite,6,5
incitent,8,6
inciter,7,6
incivil,7,6
incline,7,6
incliner,8,6
incluant,8,6
inclure,7,6
inclus,6,5
incolore,8,6
incombe,7,6
incongru,8,6
inconnu,7,6
inconnue,8,6
inconnus,8,6
inculpe,7,6
inculpee,8,6
inculper,8,6
inculpes,8,6
inculte,7,6
incurie,7,6
incurver,8,6
inde,4,5
Inde,4,5
indecent,8,6
indecis,7,6
indefini,8,6
index,5,5
Indiana,7,6
indic,5,5
indice,6,5
indices,7,6
indien,6,5
indienne,8,6
indiens,7,6
indigene,8,6
indigne,7,6
indigner,8,6
indique,7,6
indique,7,6
indiquee,8,6
indiquer,8,6
indirect,8,6
individu,8,6
indivis,7,6
indolent,8,6
Indre,5,5
induire,7,6
induit,6,5
inedit,6,5
inedite,7,6
inedits,7,6
inegal,6,5
inegale,7,6
inepte,6,5
ineptie,7,6
inerte,6,5
inertie,7,6
inexact,7,6
inexerce,8,6
inexpert,8,6
infame,6,5
infamie,7,6
infecond,8,6
infect,6,5
infecte,7,6
infecter,8,6
infeode,7,6
infernal,8,6
infichu,7,6
infidele,8,6
infime,6,5
infini,6,5
infinie,7,6
infinite,8,6
infirme,7,6
inflige,7,6
infliger,8,6
influent,8,6
influer,7,6
info,4,5
infonde,7,6
informe,7,6
informee,8,6
informer,8,6
informes,8,6
infoutu,7,6
ingenu,6,5
ingrat,6,5
inhabite,8,6
inhaler,7,6
inherent,8,6
inhiber,7,6
inhumain,8,6
inhumer,7,6
inimitie,8,6
inique,6,5
iniquite,8,6
initial,7,6
initiale,8,6
initie,6,5
initier,7,6
inities,7,6
injecter,8,6
injure,6,5
injures,7,6
injurier,8,6
injuste,7,6
inne,4,5
innocent,8,6
inoccupe,8,6
inonder,7,6
inopine,7,6
inoui,5,5
inquiet,7,6
inquiete,8,6
inquiete,8,6
inquiets,8,6
INRA,4,5
insature,8,6
inscrire,8,6
inscrit,7,6
inscrite,8,6
inscrits,8,6
insecte,7,6
INSEE,5,5
insense,7,6
insere,6,5
inserer,7,6
insigne,7,6
insinuer,8,6
insipide,8,6
insiste,7,6
insiste,7,6
insister,8,6
insolent,8,6
insolite,8,6
insomnie,8,6
inspire,7,6
inspire,7,6
inspiree,8,6
inspirer,8,6
inspires,8,6
instable,8,6
installe,8,6
instance,8,6
instant,7,6
instants,8,6
instar,6,5
instaure,8,6
instinct,8,6
institue,8,6
institut,8,6
instruit,8,6
insu,4,5
insucces,8,6
insuline,8,6
insulte,7,6
insulter,8,6
insurges,8,6
intact,6,5
intacte,7,6
integral,8,6
integre,7,6
integre,7,6
integree,8,6
integrer,8,6
integres,8,6
intense,7,6
intenses,8,6
intensif,8,6
inter,5,5
interdit,8,6
interet,7,6
interets,8,6
interim,7,6
interne,7,6
interne,7,6
interner,8,6
internes,8,6
Internet,8,6
intestin,8,6
Intifada,8,6
intime,6,5
intimes,7,6
intimide,8,6
intimite,8,6
intitule,8,6
intra,5,5
intrigue,8,6
intrus,6,5
intruse,7,6
inusable,8,6
inutile,7,6
inutiles,8,6
